1	eng	the
2	eng	to
3	eng	is
4	eng	he
5	eng	of
6	eng	you
7	eng	in
8	eng	it
9	eng	was
10	eng	that
11	eng	for
12	eng	his
13	eng	she
14	eng	my
15	eng	and
16	eng	this
17	eng	have
18	eng	on
19	eng	with
20	eng	are
21	eng	we
22	eng	me
23	eng	at
24	eng	not
25	eng	be
26	eng	her
27	eng	your
28	eng	can
29	eng	do
30	eng	him
31	eng	what
32	eng	will
33	eng	has
34	eng	as
35	eng	there
36	eng	they
37	eng	from
38	eng	by
39	eng	all
40	eng	had
41	eng	like
42	eng	don
43	eng	up
44	eng	out
45	eng	an
46	eng	but
47	eng	time
48	eng	when
49	eng	go
50	eng	if
51	rus	не
52	rus	он
53	rus	на
54	rus	что
55	rus	это
56	rus	ты
57	rus	она
58	rus	мне
59	rus	его
60	rus	как
61	rus	меня
62	rus	мы
63	rus	вы
64	rus	по
65	rus	за
66	rus	из
67	rus	когда
68	rus	очень
69	rus	был
70	rus	то
71	rus	бы
72	rus	есть
73	rus	они
74	rus	чтобы
75	rus	от
76	rus	если
77	rus	было
78	rus	так
79	rus	для
80	rus	тебе
81	rus	но
82	rus	мой
83	rus	этот
84	rus	её
85	rus	пожалуйста
86	rus	тебя
87	rus	все
88	rus	нет
89	rus	кто
90	rus	чем
91	rus	больше
92	rus	много
93	rus	до
94	rus	могу
95	rus	всё
96	rus	том
97	rus	него
98	rus	ему
99	rus	сегодня
100	rus	только
101	deu	ich
102	deu	ist
103	deu	die
104	deu	sie
105	deu	er
106	deu	nicht
107	deu	der
108	deu	das
109	deu	zu
110	deu	es
111	deu	du
112	deu	in
113	deu	ein
114	deu	den
115	deu	hat
116	deu	und
117	deu	eine
118	deu	auf
119	deu	mit
120	deu	habe
121	deu	wir
122	deu	sich
123	deu	mir
124	deu	dass
125	deu	wie
126	deu	von
127	deu	war
128	deu	als
129	deu	an
130	deu	einen
131	deu	dem
132	deu	mich
133	deu	was
134	deu	für
135	deu	sind
136	deu	im
137	deu	kann
138	deu	um
139	deu	haben
140	deu	wenn
141	deu	aus
142	deu	sein
143	deu	so
144	deu	ihr
145	deu	wird
146	deu	mein
147	deu	nach
148	deu	bin
149	deu	meine
150	deu	man
151	spa	de
152	spa	la
153	spa	el
154	spa	que
155	spa	no
156	spa	en
157	spa	es
158	spa	un
159	spa	él
160	spa	se
161	spa	me
162	spa	una
163	spa	por
164	spa	los
165	spa	su
166	spa	ella
167	spa	mi
168	spa	lo
169	spa	con
170	spa	las
171	spa	está
172	spa	para
173	spa	más
174	spa	le
175	spa	al
176	spa	qué
177	spa	te
178	spa	del
179	spa	yo
180	spa	este
181	spa	tiene
182	spa	esta
183	spa	si
184	spa	muy
185	spa	como
186	spa	tu
187	spa	ha
188	spa	pero
189	spa	casa
190	spa	hay
191	spa	son
192	spa	fue
193	spa	cuando
194	spa	tengo
195	spa	estoy
196	spa	todo
197	spa	estaba
198	spa	puede
199	spa	sus
200	spa	favor
201	jpn	の
202	jpn	に
203	jpn	する
204	jpn	は
205	jpn	を
206	jpn	が
207	jpn	と
208	jpn	年
209	jpn	で
210	jpn	だ
211	jpn	月
212	jpn	も
213	jpn	から
214	jpn	日
215	jpn	成る
216	jpn	こと
217	jpn	有る
218	jpn	よる
219	jpn	や
220	jpn	など
221	jpn	言う
222	jpn	日本
223	jpn	為
224	jpn	この
225	jpn	人
226	jpn	その
227	jpn	まで
228	jpn	もの
229	jpn	へ
230	jpn	又
231	jpn	これ
232	jpn	行う
233	jpn	よう
234	jpn	出来る
235	jpn	駅
236	jpn	国
237	jpn	より
238	jpn	大学
239	jpn	現在
240	jpn	後
241	jpn	か
242	jpn	線
243	jpn	ぬ
244	jpn	放送
245	jpn	号
246	jpn	軍
247	jpn	無い
248	jpn	部
249	jpn	持つ
250	jpn	所
251	cmn	我
252	cmn	你
253	cmn	的
254	cmn	是
255	cmn	了
256	cmn	们
257	cmn	么
258	cmn	他
259	cmn	在
260	cmn	有
261	cmn	这
262	cmn	什
263	cmn	那
264	cmn	不
265	cmn	一
266	cmn	来
267	cmn	个
268	cmn	要
269	cmn	里
270	cmn	就
271	cmn	人
272	cmn	会
273	cmn	没
274	cmn	为
275	cmn	她
276	cmn	吗
277	cmn	说
278	cmn	去
279	cmn	也
280	cmn	好
281	cmn	吧
282	cmn	我的
283	cmn	对
284	cmn	知道
285	cmn	怎
286	cmn	和
287	cmn	你的
288	cmn	想
289	cmn	还
290	cmn	得
291	cmn	只
292	cmn	都
293	cmn	很
294	cmn	把
295	cmn	到
296	cmn	事
297	cmn	啊
298	cmn	不是
299	cmn	看
300	cmn	上
301	ara	لا
302	ara	من
303	ara	هذا
304	ara	أن
305	ara	في
306	ara	أنا
307	ara	على
308	ara	ما
309	ara	هل
310	ara	يا
311	ara	و
312	ara	لقد
313	ara	ذلك
314	ara	ماذا
315	ara	أنت
316	ara	هنا
317	ara	لم
318	ara	إلى
319	ara	نعم
320	ara	كان
321	ara	هو
322	ara	ان
323	ara	هذه
324	ara	هناك
325	ara	عن
326	ara	فى
327	ara	كل
328	ara	ليس
329	ara	فقط
330	ara	كنت
331	ara	الآن
332	ara	يجب
333	ara	انا
334	ara	لك
335	ara	مع
336	ara	شيء
337	ara	لكن
338	ara	لن
339	ara	الذي
340	ara	حسنا
341	ara	كيف
342	ara	سوف
343	ara	هيا
344	ara	نحن
345	ara	إنه
346	ara	ـ
347	ara	أجل
348	ara	لماذا
349	ara	إذا
350	ara	عندما
